what do you think?,player_name,trade_date,season,trade_type,from_team,to_team,num_teams,position_group,is_pitcher,age_at_trade,contract_status,years_control_remaining,salary_m,aav_m,war_yr0,g_yr0,war_yr1,g_yr1,war_yr2,g_yr2,war_yr3,g_yr3,war_peak,covid_yr,wWAR,war_trend,trend_label,yr0_rate,avail_pct,avail_grade,peak_gap,key_pieces,return_summary,return_tier,return_prospect_grades,notes
T255,Michael Fulmer,8/2/2022,2022,deadline,DET,MIN,2,RP,1,29,rental,0,4.95,4.95,0.4,41,1.9,52,-0.8,10,1.3,24,1.9,2,1.68,0.22,stable,0.63,0.585,D,0.22,Sawyer Gipson-Long,"Detroit received Double-A right-hander Sawyer Gipson-Long, a 6th-round pick in 2019 who was not ranked among Minnesota's top-30 prospects at the time of the trade. Gipson-Long featured a low-to-mid-90s fastball with a sweeping slider and developing changeup.",2,P6,"Trade deadline move (August 2, 2022). Fulmer was a pure rental , FA eligible after 2022 season. He had transitioned from SP to RP after Tommy John surgery. Signed a 1-year, $4.95M deal with DET to avoid arbitration in March 2022. Gipson-Long was unranked in MIN's top-30 by both Baseball America and MLB Pipeline at time of trade; later ranked ~#19 in DET's system post-trade."
T256,Brandon Drury,8/2/2022,2022,deadline,CIN,SDP,2,3B,0,29,rental,0,0.9,0.9,2.3,92,0.2,51,-0.9,21,-0.12,120,0.2,2,0.08,0.12,stable,4.05,0.528,F,0.12,Vistor Acosta,"The Reds received Victor Acosta, an 18-year-old Dominican shortstop prospect who had been signed by San Diego for $1.8M and was ranked the No. 8 prospect in the Padres system by MLB Pipeline at the time of the trade. Acosta was a DSL player with 5-tool upside but no full-season experience.",3,P5,"Trade deadline rental , Drury was in his final arb year (arb3) on a 1-year $900K deal and became a free agent after 2022. He was having a breakout season with 20 HRs and .274/.335/.520 in 92 games for CIN before the trade. Acosta was a high-ceiling but very raw DSL player ranked Padres No. 8 prospect (MLB Pipeline) at time of trade, not on any national top-100 list. Drury signed a 2-year $17M deal with the Angels after the 2022 season."
T257,Brandon Marsh,8/2/2022,2022,deadline,LAA,PHI,2,OF,0,24,pre-arb,4,0.71,0.71,1,93,0.2,70,,,,,0.2,,0.2,0,stable,1.74,0.432,F,0,Logan O'Hoppe,"LAA received catching prospect Logan O'Hoppe, the Phillies' #3 prospect ranked #67 on MLB Pipeline post-trade (fringe top-100 pre-trade). O'Hoppe was hitting .273/.385/.492 with 15 HR in Double-A at the time and had played in the 2022 All-Star Futures Game. This was a one-for-one swap.",4,P4,"2022 trade deadline deal. Marsh debuted July 2021, giving him ~1 year of service at trade date , pre-arb with 4 years of control remaining. O'Hoppe was ranked #100 on the MLB Pipeline top-100 in June 2022 and rose to #67 after the trade; he became the Angels' #1 prospect. Phillies parted with O'Hoppe because J.T. Realmuto was locked in through 2025. Marsh had a 35.7% K rate in 163 MLB games prior to the trade. O'Hoppe became a solid MLB regular for LAA, making the trade a win for both sides."
T258,Jordan Groshans,8/2/2022,2022,deadline,TOR,MIA,2,SS,0,22,pre-arb,5,0.7,0.7,-0.1,17,,,,,,,-0.1,2,,,,,,,,"Anthony Bass, Zach Pop","TOR received MLB relievers Anthony Bass (1.41 ERA, 15 saves in 2022, $3M salary) and Zach Pop (ground-ball sinker specialist, 3.60 ERA), plus catching prospect Edward Duran as the PTBN (named August 31, 2022). No top-100 prospects came back; the return was bullpen depth for a contending Blue Jays club.",4,"MLB-depth, MLB-depth, P6","Trade deadline deal (Aug 2, 2022). Groshans was Toronto's #4 prospect and ranked 82nd nationally (MLB.com) at time of trade but had lost prospect luster , hitting .247/.~300/.~330 with 1 HR in 299 Triple-A PA in 2022, following oblique injury to start the year. Power never materialized from his 2018 first-round profile (12th overall). TOR was contending and prioritized bullpen reinforcement. Bass exercised $3M club option for 2023. Duran was a low-level catching prospect from the 2021 IFA class who ranked inside Toronto's top-25 by 2025-26 but was org depth at time of the deal."
T297,Darin Ruf,8/2/2022,2022,deadline,SFG,NYM,2,1B,0,36,signed,2,3,3.125,-0.6,90,2.9,117,0.8,40,,,2.9,2,2.9,0,stable,-1.08,0.722,C,0,"JD Davis, Thomas Szapucki, Nick Zwack, Carson Seymour","SFG received established MLB corner infielder J.D. Davis plus three minor-league arms: Triple-A LHP Thomas Szapucki (26, on 40-man), High-A LHP Nick Zwack, and High-A RHP Carson Seymour. Szapucki, Zwack, and Seymour were 2021 Mets draft picks with solid ERA marks at their levels but no national top-100 recognition.",4,"MLB-depth, P5, P5, P5","Trade deadline move (Aug 2, 2022). Ruf was 36 years old and signed to a 2-year $6.25M deal (2022-23) with a $3.5M club option for 2024 ($250K buyout). His 2022 contract year salary was $3M; AAV on the deal was $3.125M. J.D. Davis hit .263/.361/.496 with the Giants after the trade and ranked third in MLB in hard-hit % (56.1%) in 2022. Ruf struggled badly with the Mets and was released in April 2023. Szapucki never stuck in SF rotation; Zwack and Seymour were org-depth arms. Giants exercised no 2024 option on Ruf equivalent as NYM had control."
T259,Jorge Lopez,8/2/2022,2022,deadline,BAL,MIN,2,RP,1,29,arb2,2,1.5,1.5,1.7,44,0.79,33,-0.3,10,-0.23,39,0,2,0.41,0.38,stable,2.51,0.554,D,-0.41,"Cade Povich, Juan Rojas, Yennier Cano, Juan Nunez","BAL received four minor league pitchers: LHP Cade Povich (the Twins' 22nd-ranked prospect, a 2021 3rd-round pick out of Nebraska performing well at High-A), RHP Yennier Cano (a Cuban defector viewed as fringe org depth at the time), and two low-level lottery tickets in RHP Juan Nunez and LHP Juan Rojas. Baltimore also received cash considerations.",4,"P4, P6, P6, P6","Trade deadline deal (8/2/2022). Lopez was an All-Star in 2022 with a 1.68 ERA and 20 saves for a rebuilding BAL club. He had 2 years of arb control remaining (2023-2024). BAL included cash in the deal. Yennier Cano became a valuable reliever for BAL by 2023, outperforming his prospect grade at time of trade. Povich eventually cracked national top-100 lists in 2023 after the trade. The return was widely considered underwhelming for a shutdown closer with 2 years of affordable control."
T260,Jake Odorizzi,8/2/2022,2022,deadline,HOU,ATL,2,SP,1,32,rental,0,8,7.83,0.1,12,1.06,24,-0.2,4,4.3,30,3.8,2,2.27,-1.21,declining,0.25,0.9,B,1.53,Will Smith,"Houston received LHP reliever Will Smith, who was in the final year of his 3-year/$40M Braves contract ($13M salary). Smith had been Atlanta's high-leverage closer but was struggling badly in 2022 (-0.6 fWAR), and the Astros absorbed his remaining salary to add a left-handed bullpen arm.",3,MLB-depth,"Trade deadline deal (Aug 2, 2022). Odorizzi was in the final guaranteed year of his 2-year/$23.5M Astros deal with a 2023 player option, making him effectively a rental. The Astros had surplus SP and needed LHP bullpen help. Will Smith had posted -0.6 fWAR in 2022 with Atlanta and was a declining asset; HOU took on his $13M salary. Odorizzi threw 7 scoreless innings in his final HOU start the day before the trade. The Astros received little of value given Smith's poor 2022 performance."
T261,Curt Casali + Matthew Boys,8/2/2022,2022,deadline,SFG,SEA,2,C,0,33,rental,0,2.6,2.6,,,,,,,0.78,84,0,,0.78,,,,0.519,F,-0.78,"Michael Stryffeler, Andy thomas","SFG received RHP Michael Stryffeler (Double-A reliever, 2.27 ERA, 37.7% K-rate in 2022) and C Andy Thomas (5th-round 2021 pick, High-A, .264/.400/.444 with 9 HR in 2022). Both were org-depth prospects with no national top-100 status.",2,"P5, P5","Package trade: Casali (1-yr/$2.6M, 33-yr-old backup catcher) + Matthew Boyd (1-yr/$5.2M SP, missed all 2022 recovering from flexor tendon surgery) both dealt as rentals. Boyd had thrown only a bullpen session by trade date with no MLB innings in 2022. Casali had prior familiarity catching Luis Castillo (both were Reds). Two rentals traded for two org-depth minor leaguers , classic salary dump at the deadline."
T262,Trevor Rosenthal,8/2/2022,2022,deadline,SFG,MIL,2,RP,1,32,rental,0,4.5,4.5,,,,,,23,,22,0.8,2,-0.3,,,,0.338,F,1.1,Tristian Peters,"SFG received minor league outfielder Tristan Peters, the Brewers' #19 prospect (per MLB Pipeline) and a 7th-round pick in the 2021 draft who was playing High-A ball at the time of the trade. No MLB players or top-100 national prospects were included.",2,P6,"Rosenthal had not pitched in the majors since 2020 due to thoracic outlet syndrome surgery, a groin strain, and a torn right hip labrum. SFG signed him on July 21, 2022 to a 1-year $4.5M deal and flipped him to MIL just 12 days later on August 2, 2022. MIL assumed the full $4.5M salary. This was a pure salary-dump/rental flip; SFG received only a fringe organizational depth piece. Peters was a 7th-round 2021 draftee with no national prospect pedigree."
T263,Jake Lamb,8/2/2022,2022,deadline,LAD,SEA,2,3B,0,31,rental,0,1.5,1.5,0,41,,55,,31,,78,0.1,2,0.04,-0.04,stable,0,0.41,F,0.06,PTBNL or Cash,The Dodgers received only cash considerations in exchange for Lamb. The trade was made to clear a roster spot after LAD acquired Joey Gallo from the Yankees on the same day.,1,CASH,"Lamb signed a minor league deal with LAD in March 2022 worth $1.5M if called up. He debuted 2014 with Arizona, was a 2017 All-Star, and had exhausted arb eligibility by 2022. Trade was deadline cleanup move , Gallo acquisition made Lamb redundant. Lamb grew up in Seattle and attended University of Washington. He played 16 games for SEA before being DFA'd on September 21, 2022."
T264,Brett Phillips,8/2/2022,2022,deadline,TBR,BAL,2,OF,0,28,arb1,2,1.4,1.4,0.3,75,2.1,118,0.3,35,0.3,30,2.1,2,1.43,0.67,stable,0.65,0.457,F,0.67,Cash,"The Rays received only $100,000 in cash considerations from Baltimore for Brett Phillips. No prospects or MLB players were included in the return.",1,CASH,"Phillips was DFA'd by Tampa Bay on August 1, 2022 after the Rays acquired CF Jose Siri from Houston. Multiple teams expressed interest before Baltimore claimed him. He had signed a 1-year $1.4M deal in March 2022 avoiding arbitration (arb1 year). At time of trade he had approximately 2 years of team control remaining (arb2, arb3). Trade date was the 2022 deadline day. Phillips is known for his outfield defense and energy/personality more than bat; slashed .147/.225/.250 with 5 HR in 75 games for Tampa in 2022."
T265,Mychal Givens,8/2/2022,2022,deadline,CHC,NYM,2,RP,1,32,rental,0,3.5,3.5,1.1,40,0.16,54,-0.4,22,0.6,58,1.4,2,0.32,-0.16,stable,1.79,0.862,B,1.08,Saul Gonzalez,"The Cubs received RHP Saul Gonzalez, a 22-year-old Single-A reliever who had never pitched above A-ball. He was a 23rd-round 2018 draft pick with no national prospect ranking and represented pure org depth.",2,P6,"Classic pure rental deal at the 2022 trade deadline. Givens was on a 1-year/$5M contract (base salary $3.5M, $1.5M buyout on mutual 2023 option). Mets declined the option after the season; Givens signed with Baltimore on a new 1-year/$5M deal in December 2022. Givens had been excellent for Chicago (2.66 ERA, 40.2 IP) before the trade but struggled badly in New York. Gonzalez is a 6-6 righty who had flashed 95-96 mph but had no secondary offering of note."
T266,Mitch White + Alex De Jesus,8/2/2022,2022,deadline,LAD,TOR,2,SP,1,27,pre-arb,5,0.71,0.71,,,,21,,2,,,0,,0.28,0.22,stable,,0.383,F,-0.28,"Nick Frasso, Moises Brito","LAD received RHP Nick Frasso (Blue Jays 4th-round pick 2020, ranked Dodgers' 16th prospect by BA post-trade, later cracked national top-100 lists by 2024) and LHP Moises Brito (20-year-old DSL arm with raw stuff, 32 Ks in 25 innings, released by LAD in 2024). Frasso was the headliner; Brito was org depth.",3,"P5, P6","Trade deadline deal (August 2, 2022). LAD also sent SS/2B prospect Alex De Jesus (ranked 18th in LAD system at time) alongside White, which meaningfully dilutes the return value. White was not arb-eligible until after 2024 and had ~5 years of control remaining, making this a buy-low opportunity for Toronto. Frasso showed promise but dealt with injuries (60-day IL in 2025). Brito was released in August 2024 without reaching the majors."
T267,Brent Rooker,8/2/2022,2022,deadline,SDP,KCR,2,OF,0,27,pre-arb,4,0.7,0.7,-0.2,2,-0.28,58,0,7,,,0,2,-0.28,0,stable,,0.358,F,0.28,Cam Gallagher,"The Padres received backup catcher Cam Gallagher, who never appeared in an MLB game for San Diego, was DFA'd within weeks, and was claimed off waivers by Baltimore on September 11, 2022. Gallagher was a 29-year-old career backup with a .240/.302/.355 slash line across 171 career games.",1,MLB-depth,"Trade deadline move on August 2, 2022. Rooker had been acquired by the Padres in April 2022 from the Twins (part of the Taylor Rogers/Chris Paddack deal) and flip-traded to KC just months later. He played only 2 games for SDP before the move. Rooker went on to star for the A's after being claimed off waivers from KC in November 2022, earning All-Star selections and signing a 5-year/$60M extension in January 2025. This is one of the more lopsided trades of recent years in hindsight."
T268,Austin Romine,8/2/2022,2022,deadline,STL,CIN,2,C,0,33,rental,0,0.7,0.7,-0.7,48,-0.3,28,-0.2,37,0.7,72,0.7,2,0.07,-0.37,stable,-2.36,0.309,F,0.63,Cash,"The Cardinals received only cash considerations for Austin Romine, who had been designated for assignment on the same day as the trade. No players or prospects changed hands.",1,CASH,"Note: player name in task is spelled 'Romaine' but the actual player is Austin Romine (catcher). Romine signed a minor league deal with STL on June 22, 2022, had his contract purchased July 4, 2022, was DFA'd and traded to CIN on August 2, 2022 , all within roughly 6 weeks. He had 5+ years of MLB service time (debuted 2011 with Yankees), making this a veteran depth move. He batted .147/.173/.263 in 37 games for CIN to close out his career."
T269,Austin Allen,8/2/2022,2022,deadline,OAK,STL,2,C,0,28,rental,0,0.705,0.705,-0.1,5,,4,,14,,34,0.1,2,-0.05,0.15,stable,,0.117,F,0.15,Carlos Guarate,"Oakland received RHP Carlos Guarate, a 21-year-old Venezuelan-born pitcher the Cardinals had acquired in the 2021 minor league Rule 5 draft from the Padres. At the time of the deal, Guarate had a 4.18 ERA over 75.1 innings at Low-A, was not ranked in the Cardinals top-50 prospect list, and represented low-level org depth.",2,P6,"Allen was a St. Louis native (Chaminade High School grad) acquired for sentimental/depth reasons; he had been DFA'd and outrighted by Oakland in May 2022 before being traded in August at the deadline. He elected free agency after the 2022 season, confirming this was a rental. Allen had just 57 career MLB games and hit .195 for his career. Guarate was a Rule 5 pick the Cardinals took from San Diego in the 2021 minor league Rule 5 draft; he never ranked among St. Louis top-50 prospects."
T270,Jeremy Beasley,8/2/2022,2022,deadline,TOR,PIT,2,RP,1,26,pre-arb,4,0.7,0.7,-0.1,9,,8,,1,,,0,2,-0.2,0,stable,,0.123,F,0.2,Cash,Toronto received only cash considerations from Pittsburgh in exchange for Beasley. No prospects or MLB players were included in the return.,1,CASH,"Trade deadline move on August 2, 2022. Beasley had posted a 4.80 ERA in 9 MLB appearances for TOR in 2022 but showed strong numbers at Triple-A Buffalo (1.89 ERA, 38 IP). He was optioned to Triple-A Indianapolis upon arrival in Pittsburgh and DFA'd/released in November 2022. Born November 20, 1995; age 26 at trade. Service time approximately 1.025 years at time of trade , solidly pre-arb."
T271,Sandy Leon,8/2/2022,2022,deadline,CLE,MIN,2,C,0,33,rental,0,0.7,0.7,-0.2,8,-0.8,83,-0.1,25,-0.5,65,-0.1,2,-0.69,-0.11,stable,,0.457,F,0.59,Ian Hamilton,"Cleveland received RHP Ian Hamilton, a fringe depth reliever who had spent most of 2022 at Triple-A St. Paul posting a 1.88 ERA. Hamilton had appeared in only 15 MLB games across parts of three seasons and held no prospect ranking at the time of the trade.",2,MLB-depth,"Leon was a veteran free agent (8+ years service time) on a minor league deal, acquired by CLE from CIN for cash on June 28 2022 then outrighted off the 40-man on July 10 before this trade. He was traded to fill an emergency catcher need for MIN after Ryan Jeffers fractured his thumb. The deal was effectively a salary/roster swap of two depth pieces at the August 2 deadline."
